finess;Raison_sociale;Enquete_obligatoire;Participation;Resultat_doc;doc_c_den_etbt;doc_c_etbt;doc_c_icbas_etbt;doc_c_ichaut_etbt;doc_c_pos_seuil_etbt;doc_c_pos_evol_etbt;Resultat_dtn;dtn2_c2_den_etbt;dtn2_c2_etbt;dtn2_c2_icbas_etbt;dtn2_c2_ichaut_etbt;dtn2_c2_pos_seuil_etbt;dtn2_c2_pos_evol_etbt;Lib_reg
830100558;HOPITAL RENEE SABRAN;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;88.75;80;95;B;Positive;PACA
830100566;CHI FREJUS;Oui;Oui;ES non contrôlé;49;95.92;86;99;A;;ES non contrôlé;59;81.36;69;90;B;Stable;PACA
830100616;CHI TOULON;Oui;Oui;ES non contrôlé;63;73.02;60;83;B;;ES non contrôlé;80;40;29;52;C;Stable;PACA
830100624;INSTITUT HELIO-MARIN COTE D'AZUR;Oui;Oui;ES non contrôlé;80;77.5;67;86;B;;ES non contrôlé;80;50;39;61;C;Négative;PACA
830100632;INSTITUT REED. FONCT. POMPONIANA OLBIA;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;43.75;33;55;C;Positive;PACA
830100681;CENTRE SSR MGEN PIERRE CHEVALIER;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;98.75;93;99;A;Stable;PACA
830100756;CENTRE DE SOINS LES COLLINES DU REVEST;Oui;Oui;ES non contrôlé;75;65.33;53;76;C;;ES non contrôlé;80;98.75;93;99;A;Stable;PACA
830100764;INSTITUT MEDICALISE DE MAR VIVO;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;85;75;92;B;Négative;PACA
830100806;CTRE REED FONCT DU BESSILLON;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;97.5;91;99;A;Stable;PACA
830100814;CENTRE DE CONVALESCENCE HELIADES;Oui;Oui;ES non contrôlé;80;42.5;31;54;C;;ES non contrôlé;80;43.75;33;55;C;Négative;PACA
830100822;MAISON D'ENFANTS LES OISEAUX;Oui;Oui;ES non contrôlé;35;91.43;77;98;B;;ES non contrôlé;0;;;;;;PACA
830100855;CENTRE DE GERONTO.ST.FRANCOIS;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;95;88;99;A;Stable;PACA
830100863;MAISON DE REGIME SAINT JEAN;Oui;Oui;ES non contrôlé;80;11.25;5;20;C;;ES non contrôlé;80;100;100;100;A;Stable;PACA
830100871;MAIS.CONVAL.STE MARIE DES ANGES;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;90;81;96;A;Négative;PACA
830101408;CENTRE GERIATRIE STE THERESE;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;83.75;74;91;B;Stable;PACA
830200507;MAIS DE SANTE JEAN LACHENAUD;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;98.75;93;99;A;Positive;PACA
840000012;CH DU PAYS D'APT;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;65;53;75;C;Stable;PACA
840000038;HL LOUIS PASTEUR BOLLENE;Oui;Oui;ES non contrôlé;80;53.75;42;65;C;;ES non contrôlé;80;77.5;67;86;B;Positive;PACA
840000061;HL DE GORDES;Oui;Oui;ES non contrôlé;80;66.25;55;76;C;;ES non contrôlé;80;62.5;51;73;C;Négative;PACA
840000079;HL DE L' ISLE SUR SORGUE;Oui;Oui;ES non contrôlé;80;2.5;0;9;C;;ES non contrôlé;80;95;88;99;A;Stable;PACA
840000087;CH LOUIS GIORGI D'ORANGE;Oui;Oui;ES non contrôlé;80;42.5;31;54;C;;ES non contrôlé;80;60;48;71;C;Stable;PACA
840000103;HL DE SAULT;Oui;Oui;ES non contrôlé;34;50;32;68;C;;ES non contrôlé;34;2.94;0;15;C;Stable;PACA
840000111;CH  VAISON LA ROMAINE;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;97.5;91;99;A;Stable;PACA
840000129;CH DE VALREAS;Oui;Oui;ES non contrôlé;80;12.5;6;22;C;;ES non contrôlé;80;66.25;55;76;C;Stable;PACA
840000202;MAISON DE REPOS ET CONV. SARRIANS;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;80;77.5;67;86;B;Positive;PACA
840004659;CHI CAVAILLON-LAURIS;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;80;90;81;96;A;Positive;PACA
840006597;CH HENRI DUFFAUT AVIGNON;Oui;Oui;ES non contrôlé;80;73.75;63;83;B;;ES non contrôlé;80;78.75;68;87;B;Stable;PACA
840014088;KORIAN LES CYPRES;Oui;Oui;ES non contrôlé;80;30;20;41;C;;ES non contrôlé;80;47.5;36;59;C;Négative;PACA
840014849;CENTRE DE CONVALESCENCE ET DE REEDUCATION DU LAVAR;Oui;Oui;ES non contrôlé;80;40;29;52;C;;ES non contrôlé;80;98.75;93;99;A;Stable;PACA
840017214;CLINIQUE KORIAN MONT VENTOUX;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;90;81;96;A;Stable;PACA
850000019;CENTRE HOSPITALIER LA ROCHE/YON - MONTAIGU - LUCON;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;80;98.75;93;99;A;Positive;Pays de la Loire
850000035;CENTRE HOSPITALIER FONTENAY;Oui;Oui;ES non contrôlé;80;23.75;15;35;C;;ES non contrôlé;80;85;75;92;B;Stable;Pays de la Loire
850000084;CTRE HOSPITALIER LES SABLES D'O.;Oui;Oui;ES non contrôlé;80;13.75;7;23;C;;ES non contrôlé;80;50;39;61;C;Positive;Pays de la Loire
850000100;HOPITAL LOCAL DE NOIRMOUTIER;Oui;Oui;ES non contrôlé;43;53.49;38;69;C;;ES non contrôlé;47;93.62;82;99;A;Stable;Pays de la Loire
850000118;CLINIQUE SAINT CHARLES;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;67.5;56;78;C;Négative;Pays de la Loire
850000357;ASSOCIATION VILLA NOTRE DAME;Oui;Oui;ES non contrôlé;80;70;59;80;B;;ES non contrôlé;80;82.5;72;90;B;Stable;Pays de la Loire
850000399;CENTRE NATIONAL GERIATRIQUE;Oui;Oui;ES non contrôlé;80;10;4;19;C;;ES non contrôlé;80;68.75;57;79;C;Négative;Pays de la Loire
850002130;CENTRE LES METIVES SITE LA ROCHE SUR YON;Non;Oui;ES non contrôlé;10;90;55;99;B;;ES non contrôlé;10;30;7;65;C;Non Calculable;Pays de la Loire
850002395;MAISON CONVALESCENCE MARIE NOEL;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;96.25;89;99;A;Positive;Pays de la Loire
850002403;CENTRE DE MEDECINE PHYSIQUE ET READAPTATION;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;82.5;72;90;B;Positive;Pays de la Loire
850005224;CENTRE LES METIVES SITE LES SABLES D'OLONNE;Oui;Oui;ES non contrôlé;68;47.06;35;60;C;;ES non contrôlé;68;58.82;46;71;C;Stable;Pays de la Loire
850009010;CHI LOIRE VENDEE OCEAN;Oui;Oui;ES non contrôlé;80;48.75;37;60;C;;ES non contrôlé;80;71.25;60;81;B;Stable;Pays de la Loire
850025867;GP PUB HOSP MEDSOC COLLINES VENDEENNES;Oui;Oui;ES non contrôlé;80;57.5;46;69;C;;ES non contrôlé;80;87.5;78;94;B;Stable;Pays de la Loire
860009208;CENTRE DE READAPTATION MOULIN VERT;Oui;Oui;ES non contrôlé;80;6.25;2;14;C;;ES non contrôlé;80;95;88;99;A;Stable;Nouvelle Aquitaine
860013382;GROUPE HOSPITALIER NORD-VIENNE;Oui;Oui;ES non contrôlé;80;71.25;60;81;B;;ES non contrôlé;80;70;59;80;B;Négative;Nouvelle Aquitaine
860014208;CENTRE HOSP. REGIONAL DE POITIERS;Oui;Oui;ES non contrôlé;76;38.16;27;50;C;;ES non contrôlé;80;53.75;42;65;C;Non Calculable;Nouvelle Aquitaine
860780436;LA COLLINE ENSOLEILLEE (UGECAM);Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;96.25;89;99;A;Stable;Nouvelle Aquitaine
860790419;MAISON DE CONVALESCENCE SAINT CHARLES;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;77.5;67;86;B;Positive;Nouvelle Aquitaine
860791268;S.A. L'OREGON;Oui;Oui;ES non contrôlé;80;27.5;18;39;C;;ES non contrôlé;80;93.75;86;98;A;Négative;Nouvelle Aquitaine
860793405;LA GANDILLONNERIE;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;91.25;83;97;A;Négative;Nouvelle Aquitaine
870000015;CHU  LIMOGES;Oui;Oui;ES non contrôlé;80;40;29;52;C;;ES non contrôlé;80;76.25;65;85;B;Stable;Nouvelle Aquitaine
870000023;CENTRE HOSPITALIER  ST JUNIEN;Oui;Oui;ES non contrôlé;76;43.42;32;55;C;;ES non contrôlé;80;42.5;31;54;C;Négative;Nouvelle Aquitaine
870000031;CENTRE HOSPITALIER  ST YRIEIX;Oui;Oui;ES non contrôlé;80;28.75;19;40;C;;ES non contrôlé;80;57.5;46;69;C;Stable;Nouvelle Aquitaine
870000171;CTRE CONVALESCENCE ET READAPTATION LA CHENAIE;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;98.75;93;99;A;Stable;Nouvelle Aquitaine
870002466;CH ESQUIROL;Oui;Oui;ES non contrôlé;62;35.48;24;49;C;;ES non contrôlé;62;93.55;84;98;A;Négative;Nouvelle Aquitaine
870014248;HL INTERCOMMUNAL MONTS ET BARRAGES;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;95;88;99;A;Stable;Nouvelle Aquitaine
870014503;HOPITAL INTERCOMMUNAL DU HAUT-LIMOUSIN;Oui;Oui;ES non contrôlé;80;70;59;80;B;;ES non contrôlé;80;78.75;68;87;B;Négative;Nouvelle Aquitaine
870016631;CTRE PRISE EN CHARGE OBESITE;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;100;100;100;A;Stable;Nouvelle Aquitaine
880006325;HOPITAL LOCAL VAL DU MADON;Oui;Oui;ES non contrôlé;80;16.25;9;26;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Grand Est
880007059;CHI EMILE DURKHEIM EPINAL;Oui;Oui;ES non contrôlé;80;65;53;75;C;;ES non contrôlé;80;76.25;65;85;B;Positive;Grand Est
880007299;CHI DE L'OUEST VOSGIEN;Oui;Oui;ES non contrôlé;80;47.5;36;59;C;;ES non contrôlé;80;82.5;72;90;B;Positive;Grand Est
880007786;CH DE LA HAUTE VALLEE DE LA MOSELLE;Oui;Oui;ES non contrôlé;49;2.04;0;11;C;;ES non contrôlé;53;96.23;87;99;A;Non Calculable;Grand Est
880780069;CENTRE HOSPITALIER - GERARDMER;Oui;Oui;ES non contrôlé;80;77.5;67;86;B;;ES non contrôlé;80;91.25;83;97;A;Stable;Grand Est
880780077;CENTRE HOSPITALIER - SAINT DIE;Oui;Oui;ES non contrôlé;80;8.75;3;17;C;;ES non contrôlé;80;72.5;61;82;B;Stable;Grand Est
880780093;CENTRE HOSPITALIER - REMIREMONT;Oui;Oui;ES non contrôlé;80;38.75;28;50;C;;ES non contrôlé;80;66.25;55;76;C;Négative;Grand Est
880780259;HOPITAL LOCAL -  BRUYERES;Oui;Oui;ES non contrôlé;80;48.75;37;60;C;;ES non contrôlé;80;78.75;68;87;B;Stable;Grand Est
880780267;HOPITAL LOCAL CHATEL SUR MOSELLE;Oui;Oui;ES non contrôlé;80;67.5;56;78;C;;ES non contrôlé;80;43.75;33;55;C;Négative;Grand Est
880780291;HOPITAL LOCAL - RAON L'ETAPE;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;92.5;84;97;A;Stable;Grand Est
880780333;HOPITAL LOCAL - LAMARCHE;Oui;Oui;ES non contrôlé;41;48.78;33;65;C;;ES non contrôlé;46;50;35;65;C;Stable;Grand Est
880780366;HOPITAL LOCAL -  SENONES;Oui;Oui;ES non contrôlé;59;44.07;31;58;C;;ES non contrôlé;61;96.72;89;99;A;Stable;Grand Est
880780507;MAISON REPOS & CONV SENONES;Oui;Oui;ES non contrôlé;80;65;53;75;C;;ES non contrôlé;80;88.75;80;95;B;Stable;Grand Est
890000037;CH AUXERRE;Oui;Oui;ES non contrôlé;80;67.5;56;78;C;;ES non contrôlé;80;95;88;99;A;Stable;Bourgogne-Franche-Comté
890000250;CROIX ROUGE FRANCAISE MIGENNES;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;100;100;100;A;Stable;Bourgogne-Franche-Comté
890000292;MAISON DE REPOS STE COLOMBE;Oui;Oui;ES non contrôlé;80;1.25;0;7;C;;ES non contrôlé;80;71.25;60;81;B;Négative;Bourgogne-Franche-Comté
890000318;ETAB SOINS DE SUITE LE PETIT PIEN;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;50;39;61;C;Non Calculable;Bourgogne-Franche-Comté
890000409;HOPITAL D'AVALLON;Oui;Oui;ES non contrôlé;80;25;16;36;C;;ES non contrôlé;80;83.75;74;91;B;Négative;Bourgogne-Franche-Comté
890000417;CENTRE HOSPITALIER DE JOIGNY;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;96.25;89;99;A;Positive;Bourgogne-Franche-Comté
890000433;HOPITAL DE TONNERRE;Oui;Oui;ES non contrôlé;80;3.75;1;11;C;;ES non contrôlé;80;97.5;91;99;A;Positive;Bourgogne-Franche-Comté
890000466;H. LOCAL VILLENEUVE/ YONNE;Oui;Oui;ES non contrôlé;80;27.5;18;39;C;;ES non contrôlé;80;31.25;21;43;C;Positive;Bourgogne-Franche-Comté
890002389;POLYCLINIQUE STE MARGUERITE;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;86.25;77;93;B;Positive;Bourgogne-Franche-Comté
890970569;CENTRE HOSPITALIER SENS;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;58.75;47;70;C;Stable;Bourgogne-Franche-Comté
900000035;S.A CLINIQUE LA MIOTTE;Oui;Oui;ES non contrôlé;80;17.5;10;28;C;;ES non contrôlé;80;85;75;92;B;Positive;Bourgogne-Franche-Comté
900000365;HOPITAL NORD FRANCHE COMTE;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;82.5;72;90;B;Stable;Bourgogne-Franche-Comté
910002773;CH SUD-FRANCILIEN;Oui;Oui;ES non contrôlé;80;47.5;36;59;C;;ES non contrôlé;80;92.5;84;97;A;Stable;Ile de France
910009919;CENTRE DE RÉÉDUCATION FONCTIONNELLE CHAMPS-ELYSÉES;Oui;Oui;ES non contrôlé;80;78.75;68;87;B;;ES non contrôlé;80;86.25;77;93;B;Stable;Ile de France
910015965;CLINIQUE LE MOULIN DE VIRY;Oui;Oui;ES non contrôlé;80;36.25;26;48;C;;ES non contrôlé;80;86.25;77;93;B;Positive;Ile de France
910019447;CHI SUD ESSONNE-DOURDAN-ETAMPES;Oui;Oui;ES non contrôlé;80;45;34;57;C;;ES non contrôlé;80;22.5;14;33;C;Stable;Ile de France
910100015;HOPITAL GEORGES CLEMENCEAU;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;68.75;57;79;C;Stable;Ile de France
910100031;HU-HENRI MONDOR SITE DUPUYTREN APHP;Oui;Oui;ES non contrôlé;80;42.5;31;54;C;;ES non contrôlé;80;78.75;68;87;B;Positive;Ile de France
910110014;CH D'ARPAJON;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;51.25;40;63;C;Négative;Ile de France
910110055;GROUPE HOSPITALIER NORD ESSONNE;Oui;Oui;ES non contrôlé;80;81.25;71;89;B;;ES non contrôlé;80;95;88;99;A;Positive;Ile de France
910110063;CH D'ORSAY;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;96.25;89;99;A;Stable;Ile de France
910150010;CH F.H. MANHES;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;93.75;86;98;A;Stable;Ile de France
910150028;CENTRE HOSPITALIER DE BLIGNY;Oui;Oui;ES non contrôlé;80;78.75;68;87;B;;ES non contrôlé;80;90;81;96;A;Négative;Ile de France
910150069;HOPITAL LES MAGNOLIAS;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;90;81;96;A;Stable;Ile de France
910150085;GROUPE HOSPITALIER LES CHEMINOTS;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;82.5;72;90;B;Stable;Ile de France
910300029;HOPITAL D ATHIS MONS SITE JULES VALLES;Oui;Oui;ES non contrôlé;80;35;25;47;C;;ES non contrôlé;80;22.5;14;33;C;Non Calculable;Ile de France
910300045;CLINIQUE LES JARDINS DE BRUNOY;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;86.25;77;93;B;Positive;Ile de France
910300060;CLIN GERIATRIQUE LES  VALLEES;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;96.25;89;99;A;Positive;Ile de France
910300151;CTRE DE REEDUC KORIAN L OBSERVATOIRE;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;76.25;65;85;B;Négative;Ile de France
910300235;CLINIQUE KORIAN LA MARETTE;Oui;Oui;ES non contrôlé;80;13.75;7;23;C;;ES non contrôlé;80;100;100;100;A;Stable;Ile de France
910300276;CLINIQUE DE REEDUCATION FONCTIONNELLE DE VILLIERS;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;92.5;84;97;A;Stable;Ile de France
910300326;CLINIQUE PASTEUR;Oui;Oui;ES non contrôlé;80;28.75;19;40;C;;ES non contrôlé;80;86.25;77;93;B;Positive;Ile de France
910500040;GH LES CHEMINOTS CENTRE MOYEN SEJOUR;Oui;Oui;ES non contrôlé;80;17.5;10;28;C;;ES non contrôlé;80;78.75;68;87;B;Stable;Ile de France
910811322;ETABLISSEMENT DE SANTE LA MARTINIERE;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;86.25;77;93;B;Stable;Ile de France
920000635;HOPITAL SUISSE DE PARIS;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;76.25;65;85;B;Négative;Ile de France
920004058;CLINIQUE MONTEVIDEO;Oui;Oui;ES non contrôlé;80;50;39;61;C;;ES non contrôlé;80;78.75;68;87;B;Stable;Ile de France
920005238;CLINIQUE DU PONT DE SEVRES;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;82.5;72;90;B;Négative;Ile de France
920007549;MAISON DE SANTE DE ROCHEBRUNE;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;92.5;84;97;A;Positive;Ile de France
920009909;CENTRE HOSPITALIER DES QUATRE VILLES;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;98.75;93;99;A;Stable;Ile de France
920014099;CTRE REEDUC FONCTIONNELLE PARIS NORD;Oui;Oui;ES non contrôlé;80;40;29;52;C;;ES non contrôlé;80;68.75;57;79;C;Positive;Ile de France
920016698;CMPR DU SUD PARISIEN;Oui;Oui;ES non contrôlé;66;84.85;74;93;B;;ES non contrôlé;66;50;37;63;C;Stable;Ile de France
920026374;CENTRE HOSPITALIER RIVES DE SEINE;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;98.75;93;99;A;Non Calculable;Ile de France
920100062;HOPITAL CORENTIN CELTON;Oui;Oui;ES non contrôlé;80;81.25;71;89;B;;ES non contrôlé;80;87.5;78;94;B;Stable;Ile de France
920110020;CASH DE NANTERRE;Oui;Oui;ES non contrôlé;76;86.84;77;94;B;;ES non contrôlé;79;94.94;87;99;A;Stable;Ile de France
920110053;CH DEPARTEMENTAL STELL;Oui;Oui;ES non contrôlé;80;81.25;71;89;B;;ES non contrôlé;80;100;100;100;A;Positive;Ile de France
920120011;HOPITAL D'INSTRUCTION DES ARMEES PERCY;Oui;Oui;ES non contrôlé;39;89.74;76;97;B;;ES non contrôlé;39;0;0;0;C;Négative;Service de santé des armées
920150018;HOPITAL GOUIN;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;87.5;78;94;B;Stable;Ile de France
920150075;HÔPITAL CITE DES FLEURS;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;100;100;100;A;Stable;Ile de France
920300258;CLINIQUE DE CHATILLON;Oui;Oui;ES non contrôlé;80;65;53;75;C;;ES non contrôlé;80;85;75;92;B;Stable;Ile de France
920300266;CLINIQUE DU PLATEAU;Oui;Oui;ES non contrôlé;74;31.08;21;43;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Ile de France
920300381;CLINALLIANCE FONTENAY AUX ROSES;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;97.5;91;99;A;Positive;Ile de France
920300423;CLINIQUE VILLA MARIE LOUISE;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;75;64;84;B;Stable;Ile de France
920300464;HOPITAL SAINT-JEAN DES GRESILLONS;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;81.25;71;89;B;Stable;Ile de France
920300480;CLINIQUE DU PARC DE VANVES;Oui;Oui;ES non contrôlé;80;65;53;75;C;;ES non contrôlé;80;37.5;27;49;C;Stable;Ile de France
920300563;CLINIQUE LAENNEC;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;91.25;83;97;A;Stable;Ile de France
920300845;MAISON MEDICALE N.D. DU LAC RUEIL;Non;Oui;ES non contrôlé;14;100;100;100;A;;ES non contrôlé;0;;;;;;Ile de France
920300886;CLINIQUE DU MONT VALERIEN;Oui;Oui;ES non contrôlé;80;70;59;80;B;;ES non contrôlé;80;95;88;99;A;Positive;Ile de France
920300985;HOPITAL NORD 92;Oui;Oui;ES non contrôlé;80;23.75;15;35;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Ile de France
920420023;CLINIQUE DE L'ERMITAGE;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;90;81;96;A;Stable;Ile de France
920710654;FONDATION ROGUET DE CLICHY;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;70;59;80;B;Stable;Ile de France
920711512;CLINIQUE DE SOINS DE SUITE L'AMANDIER;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;98.75;93;99;A;Stable;Ile de France
920803798;CLINIQUE DE LA DEFENSE;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;67.5;56;78;C;Négative;Ile de France
920808037;"CENTRE DE GÉRONTOLOGIE ""LES ABONDANCES""";Oui;Oui;ES non contrôlé;78;65.38;54;76;C;;ES non contrôlé;80;95;88;99;A;Négative;Ile de France
930006648;CENTRE DE MEDECINE PHYSIQUE ET DE READAPTATION DE;Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;73.75;63;83;B;Positive;Ile de France
930009188;CLINALLIANCE DE PIERREFITTE SUR SEINE;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;97.5;91;99;A;Positive;Ile de France
930011788;CENTRE DE SOINS DE SUITE DU BOIS D'AMOUR;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;97.5;91;99;A;Stable;Ile de France
930013818;CLINIQUE DU GRAND STADE;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;93.75;86;98;A;Stable;Ile de France
930017512;CENTRE SSR DU BOURGET;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;72.5;61;82;B;Stable;Ile de France
930019203;CLINIQUE DU PRE SAINT GERVAIS;Oui;Oui;ES non contrôlé;80;61.25;50;72;C;;ES non contrôlé;80;71.25;60;81;B;Stable;Ile de France
930020987;CLINIQUE DES PLATANES;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;33.75;24;45;C;Négative;Ile de France
930021001;INSTITUT MÉDICALISÉ DE ROMAINVILLE;Oui;Oui;ES non contrôlé;80;67.5;56;78;C;;ES non contrôlé;80;91.25;83;97;A;Stable;Ile de France
930021431;SSR PEDIATRIQUES EPABR MONTREUIL II;Oui;Oui;ES non contrôlé;42;71.43;55;84;B;;ES non contrôlé;1;0;;;Effectif < 10;Non Calculable;Ile de France
930021480;GHI LE RAINCY-MONTFERMEIL;Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;97.5;91;99;A;Stable;Ile de France
930023692;CRF CLINEA LIVRY;Oui;Oui;ES non contrôlé;80;67.5;56;78;C;;ES non contrôlé;80;97.5;91;99;A;Positive;Ile de France
930100011;HOPITAL RENE MURET;Oui;Oui;ES non contrôlé;80;61.25;50;72;C;;ES non contrôlé;80;46.25;35;58;C;Stable;Ile de France
930110036;CTRE HOSP. ANDRE GREGOIRE;Oui;Oui;ES non contrôlé;62;58.06;45;71;C;;ES non contrôlé;66;95.45;87;99;A;Stable;Ile de France
930110051;CH DE ST DENIS;Oui;Oui;ES non contrôlé;80;28.75;19;40;C;;ES non contrôlé;80;50;39;61;C;Positive;Ile de France
930110069;C.H. ROBERT BALLANGER;Oui;Oui;ES non contrôlé;80;30;20;41;C;;ES non contrôlé;80;42.5;31;54;C;Négative;Ile de France
930150057;MAISON SANTE MEDICALE LES FLORALIES;Oui;Oui;ES non contrôlé;80;52.5;41;64;C;;ES non contrôlé;80;91.25;83;97;A;Stable;Ile de France
930300140;CLINIQUE AMBROISE PARE;Oui;Oui;ES non contrôlé;80;16.25;9;26;C;;ES non contrôlé;80;61.25;50;72;C;Positive;Ile de France
930300280;CLINIQUE LIVRY-SULLY;Oui;Oui;ES non contrôlé;80;11.25;5;20;C;;ES non contrôlé;80;55;43;66;C;Négative;Ile de France
930300546;CLINIQUE DE LA PORTE DE PARIS;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;81.25;71;89;B;Stable;Ile de France
930300553;CLINIQUE DE L'ESTREE;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;100;100;100;A;Positive;Ile de France
930300678;CLINIQUE KORIAN ROGER SALENGRO;Oui;Oui;ES non contrôlé;80;81.25;71;89;B;;ES non contrôlé;80;83.75;74;91;B;Positive;Ile de France
930300686;CLINIQUE DE L'AURORE;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;95;88;99;A;Stable;Ile de France
930500012;ETAB. HOSPITALIER STE-MARIE;Oui;Oui;ES non contrôlé;74;100;100;100;A;;ES non contrôlé;73;89.04;79;95;B;Stable;Ile de France
940000656;GUSTAVE ROUSSY HOPITAL DE CHEVILLY LARUE;Oui;Oui;ES non contrôlé;60;96.67;88;99;A;;ES non contrôlé;67;98.51;92;99;A;Stable;Ile de France
940008139;CLINIQUE DE CHAMPIGNY;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;90;81;96;A;Positive;Ile de France
940016819;LES HOPITAUX DE SAINT-MAURICE;Oui;Oui;ES non contrôlé;80;53.75;42;65;C;;ES non contrôlé;80;100;100;100;A;Positive;Ile de France
