finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_ajust;score_all_ajust;classement;evolution;score_AVH_ajust;nb_rep_score_AVH_ajust;score_ACC_ajust;nb_rep_score_ACC_ajust;score_PEC_ajust;nb_rep_score_PEC_ajust;score_CER_ajust;nb_rep_score_CER_ajust;score_OVS_ajust;nb_rep_score_OVS_ajust;taux_reco_brut;nb_reco_brut
830100533;CENTRE HOSPITALIER DE HYERES MARIE JOSEE TREFFOT;830000295;CH DE HYERES MARIE JOSEE TREFFOT;PACA;1- Obligatoire;1- Oui;126;74,96;C;1-Diminution;80,93;126;79,87;126;82,26;126;63,81;126;67,49;126;54,8;126
830100566;CENTRE HOSPITALIER INTER COMMUNAL DE FREJUS SAINT RAPHAEL;830000311;CHI DE FREJUS SAINT RAPHAEL;PACA;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;
830100616;CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER;830000345;CHITS CH SAINTE MUSSE;PACA;1- Obligatoire;1- Oui;45;78,58;B;4-Non calculable;84,02;45;80,06;45;84,29;45;70,38;45;72,98;45;73,3;45
830100103;HOPITAL PRIVE TOULON HYERES SAINTE MARGUERITE;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;PACA;1- Obligatoire;1- Oui;2359;77,01;B;3-Amélioration;80,94;2359;80,65;2359;83,72;2359;70,7;2359;69,86;2359;68,6;2354
830100251;CLINIQUE DU CAP D'OR;830100251;CLINIQUE DU CAP D'OR;PACA;1- Obligatoire;1- Oui;939;77,95;B;2-Stable;82,41;939;81,35;939;84,88;939;74,72;939;69,17;939;63,4;934
830100319;POLYCLINIQUE LES FLEURS;830100319;POLYCLINIQUE LES FLEURS;PACA;1- Obligatoire;1- Oui;952;76,78;B;3-Amélioration;80,29;952;79,36;952;83,47;952;70,19;952;70,63;952;68,9;951
830100327;CLINIQUE CLINIQUE LES LAURIERS;830100327;CLINIQUE LES LAURIERS;PACA;1- Obligatoire;1- Oui;201;74,19;C;2-Stable;75,53;201;78,19;201;82,29;201;68,98;201;66,53;201;60,8;199
830100368;CLINIQUE CHIRURGICALE DU GOLFE DE ST TROPEZ;830100368;CLINIQUE CHIR DU GOLFE DE ST TROPEZ;PACA;1- Obligatoire;1- Oui;714;78,66;B;2-Stable;81,9;714;80,68;714;85,81;714;77,99;714;70,18;714;60,7;712
830100392;POLYCLINIQUE NOTRE DAME;830100392;POLYCLINIQUE NOTRE DAME;PACA;1- Obligatoire;1- Oui;827;74,55;C;3-Amélioration;79,81;827;80,05;827;81,25;827;68,57;827;65,27;827;61,3;824
830100418;CLINIQUE NOTRE DAME DE LA MERCI;830100418;CLINIQUE NOTRE DAME DE LA MERCI;PACA;1- Obligatoire;1- Oui;419;76,67;B;2-Stable;81,56;419;83,84;419;84,77;419;73,79;419;63,97;419;78,9;418
830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;PACA;1- Obligatoire;1- Oui;2371;76,82;B;3-Amélioration;80,83;2371;77,04;2371;82,81;2371;73,99;2371;70,72;2371;63,9;2369
830100459;CLINIQUE CHIRURGICALE SAINT MICHEL;830100459;CLINIQUE SAINT MICHEL;PACA;1- Obligatoire;1- Oui;1186;75,26;C;3-Amélioration;78,8;1186;78,94;1186;82,77;1186;74,24;1186;65,32;1186;63,9;1183
830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;PACA;1- Obligatoire;1- Oui;763;80,26;A;3-Amélioration;84,53;763;83,19;763;85,43;763;73,31;763;74,7;763;70,9;763
690781810;HOSPICES CIVILS DE LYON;830100558;HOPITAL RENEE SABRAN HYERES;PACA;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
830100574;HOPITAL D'INSTRUCTION DES ARMEES SAINTE ANNE;830100574;HIA SAINTE ANNE;PACA;1- Obligatoire;1- Oui;433;80,43;A;2-Stable;85,14;433;81,61;433;85,45;433;71,86;433;76,6;433;84,5;433
830200523;POLYCLINIQUE MUTUALISTE HENRI MALARTIC;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;PACA;1- Obligatoire;1- Oui;159;82,38;A;2-Stable;85,34;159;86,67;159;88;159;73,72;159;77,19;159;75,5;159
840000285;POLYCLINIQUE URBAIN V;840000285;POLYCLINIQUE URBAIN V;PACA;1- Obligatoire;1- Oui;653;75,81;C;2-Stable;78,88;653;78,73;653;82,2;653;75,69;653;67,02;653;60,1;652
840000327;CENTRE CHIRURGICAL MONTAGARD;840000327;CENTRE CHIRURGICAL MONTAGARD;PACA;1- Obligatoire;1- Oui;138;80,7;A;4-Non calculable;83,36;138;81,02;138;84,75;138;79,11;138;76,38;138;77,5;138
840000012;CENTRE HOSPITALIER DU PAYS D'APT;840000343;CENTRE HOSPITALIER DU PAYS D'APT;PACA;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
840000350;INSTITUT SAINTE CATHERINE;840000350;INSTITUT SAINTE CATHERINE;PACA;1- Obligatoire;1- Oui;34;82,6;A;4-Non calculable;86,71;34;86,44;34;89,45;34;77,74;34;73,37;34;79,4;34
840000046;CENTRE HOSPITALIER DE CARPENTRAS;840000392;CENTRE HOSPITALIER DE CARPENTRAS;PACA;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
840000400;CENTRE CHIRURGICAL SAINT ROCH;840000400;SYNERGIA LUBERON;PACA;1- Obligatoire;1- Oui;315;80,28;A;3-Amélioration;84,08;315;82,42;315;86,48;315;74,7;315;73,85;315;74,3;315
840000467;CAPIO CLINIQUE D'ORANGE;840000467;CAPIO CLINIQUE D'ORANGE;PACA;1- Obligatoire;1- Oui;404;77,85;B;2-Stable;81,68;404;82,52;404;82,85;404;72,45;404;71,42;404;71,5;403
840000087;CENTRE HOSPITALIER LOUIS GIORGI D'ORANGE;840000483;CH LOUIS GIORGI D'ORANGE;PACA;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;
130041916;CHI AIX PERTUIS;840000491;CHI SITE DE PERTUIS;PACA;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
840006597;CENTRE HOSPITALIER D'AVIGNON HENRI DUFFAUT;840001861;CH D'AVIGNON HENRI DUFFAUT;PACA;1- Obligatoire;1- Oui;314;76,6;B;4-Non calculable;79,5;314;80,04;314;82,35;314;69,94;314;71,25;314;65,3;314
840013312;CLINIQUE RHONE DURANCE;840013312;CLINIQUE RHONE DURANCE;PACA;1- Obligatoire;1- Oui;163;74,21;C;1-Diminution;77,43;163;78,12;163;82,27;163;67,06;163;66,45;163;56,4;163
840013445;CAPIO CLINIQUE FONTVERT AVIGNON NORD;840013445;CAPIO CLINIQUE FONTVERT AVIGNON NORD;PACA;1- Obligatoire;1- Oui;1834;77,05;B;2-Stable;80,45;1834;79,71;1834;83,64;1834;74,78;1834;68,89;1834;71,2;1829
840017172;POLYCLINIQUE SYNERGIA;840017172;SYNERGIA VENTOUX;PACA;1- Obligatoire;1- Oui;302;77,13;B;2-Stable;80,68;302;81,7;302;83,71;302;68,19;302;70,69;302;66,8;301
850000118;CLINIQUE SAINT CHARLES;850000118;CLINIQUE SAINT CHARLES;Pays de la Loire;1- Obligatoire;1- Oui;754;73,72;C;2-Stable;77,26;754;77,9;754;79,73;754;70,81;754;65,7;754;57;754
850000126;CLINIQUE SUD VENDEE;850000126;CLINIQUE SUD VENDEE;Pays de la Loire;1- Obligatoire;1- Oui;678;78,32;B;2-Stable;80,2;678;82,81;678;84,44;678;79,54;678;69,3;678;68;678
850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;Pays de la Loire;1- Obligatoire;1- Oui;663;75,53;C;1-Diminution;78,72;663;80,74;663;82,7;663;74,72;663;65,28;663;64,6;661
850000019;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;Pays de la Loire;1- Obligatoire;1- Oui;176;81,85;A;4-Non calculable;83,53;176;83,71;176;86,35;176;77,37;176;77,84;176;76,1;176
850009010;CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN;850000175;CH LVO :SITE DE  CHALLANS;Pays de la Loire;1- Obligatoire;1- Oui;242;76,49;C;2-Stable;81,07;242;83,24;242;84,47;242;71,35;242;65,59;242;59,5;242
850000019;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;850000209;CENTRE HOSPITALIER -SITE DE LUCON;Pays de la Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
850000084;CENTRE HOSPITALIER COTE DE LUMIERE AUX SABLES D'OLONNE;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;Pays de la Loire;2- Facultatif;1- Oui;71;72,9;D;4-Non calculable;73,63;71;78,96;71;84,18;71;75,5;71;58,65;71;54,9;71
850000035;CENTRE HOSPITALIER DE FONTENAY LE COMTE;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;Pays de la Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
860013382;GROUPE HOSPITALIER NORD-VIENNE;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;146;81,38;A;4-Non calculable;84,12;146;83,83;146;86,9;146;73,24;146;77,08;146;72,4;145
860014208;CENTRE HOSP. UNIVERSITAIRE DE POITIERS;860000058;CHU - SITE DE MONTMORILLON;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
860014208;CENTRE HOSP. UNIVERSITAIRE DE POITIERS;860000223;CHU LA MILETRIE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;310;75,2;C;2-Stable;79,37;310;79,68;310;79,64;310;64,53;310;71,01;310;62,1;309
860010321;POLYCLINIQUE DE POITIERS;860010321;POLYCLINIQUE DE POITIERS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;836;76,11;C;2-Stable;77,15;836;79,71;836;82,86;836;73,29;836;68,94;836;66,4;834
860780311;CLINIQUE DE CHATELLERAULT;860780311;CLINIQUE DE CHATELLERAULT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;131;77,77;B;4-Non calculable;76,75;131;81,01;131;82,73;131;75,37;131;73,42;131;62,6;131
860780568;CLINIQUE DU FIEF DE GRIMOIRE;860780568;CLINIQUE DU FIEF DE GRIMOIRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;70;78,21;B;4-Non calculable;78,86;70;82,66;70;85,73;70;74,88;70;70,47;70;72,5;69
870000015;CENTRE HOSPITALIER UNIVERSITAIRE DE LIMOGES;870000064;C H U  DUPUYTREN  LIMOGES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;
870000023;CENTRE HOSPITALIER DE ST-JUNIEN;870000098;CENTRE HOSPITALIER SAINT JUNIEN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;32;82,57;A;4-Non calculable;85,88;32;88,1;32;89,07;32;75,8;32;74,26;32;78,1;32
870000031;CENTRE HOSPITALIER  JACQUES BOUTARD  ST-YRIEIX-LA-PERCHE;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;Nouvelle Aquitaine;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
870000288;CLINIQUE FRANCOIS CHENIEUX;870000288;CLINIQUE FRANCOIS CHENIEUX;Nouvelle Aquitaine;1- Obligatoire;1- Oui;370;74,88;C;2-Stable;77,26;370;80,95;370;82,44;370;71,93;370;64,83;370;62,3;369
870000411;CLINIQUE DES EMAILLEURS-COLOMBIER LIMOGES;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;218;72,56;D;2-Stable;74,67;218;78,64;218;80,17;218;72,59;218;61,47;218;55,5;218
870000015;CENTRE HOSPITALIER UNIVERSITAIRE DE LIMOGES;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
880007059;CENTRE HOSPITALIER INTERCOMMUNAL EMILE DURKHEIM EPINAL;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;Grand Est;1- Obligatoire;1- Oui;94;79,24;B;4-Non calculable;82,78;94;82,48;94;84,95;94;68,69;94;75,07;94;67;94
880780077;CENTRE HOSPITALIER SAINT CHARLES DE SAINT DIE;880000047;CENTRE HOSPITALIER DE SAINT-DIE;Grand Est;1- Obligatoire;2- Non;;;NV;;;;;;;;;;;;;
880007299;CENTRE HOSPITALIER INTERCOMMUNAL DE L'OUEST VOSGIEN;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;Grand Est;1- Obligatoire;1- Oui;93;78,66;B;1-Diminution;81,43;93;84,11;93;84,62;93;71,01;93;72,24;93;61,3;93
880780093;CENTRE HOSPITALIER DE REMIREMONT;880000062;CENTRE HOSPITALIER DE REMIREMONT;Grand Est;1- Obligatoire;1- Oui;386;80,16;A;4-Non calculable;83,75;386;84,7;386;84,38;386;72,34;386;75,43;386;74,6;386
880788591;POLYCLINIQUE LA LIGNE BLEUE;880788591;POLYCLINIQUE LA LIGNE BLEUE;Grand Est;1- Obligatoire;1- Oui;1290;77,79;B;2-Stable;80,62;1290;80,07;1290;83,22;1290;69,38;1290;73,99;1290;66,6;1288
890000169;CLINIQUE PAUL PICQUET A SENS;890000169;CLINIQUE PAUL PICQUET SENS;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;742;75,22;C;2-Stable;77,03;742;80,55;742;82,59;742;74,36;742;65,44;742;66,4;739
890002389;POLYCLINIQUE SAINTE MARGUERITE A AUXERRE;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;758;71,08;D;2-Stable;72,83;758;75,07;758;79,53;758;67,16;758;62,56;758;50,7;757
890000037;CH AUXERRE;890975527;CH AUXERRE;Bourgogne-Franche-Comté;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
890970569;CH SENS;890975550;CH SENS;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
900000035;HOPITAL PRIVE DE LA MIOTTE;900000035;HOPITAL PRIVE DE LA MIOTTE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;826;77,12;B;2-Stable;77,69;826;81,95;826;83,71;826;72,29;826;70,61;826;72,2;825
900000365;HOPITAL NORD FRANCHE COMTE;900003039;HNFC SITE TREVENANS;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;94;74,59;C;4-Non calculable;74,66;94;78,74;94;79,59;94;73,09;94;68,76;94;51,1;92
910110014;CENTRE HOSPITALIER D'ARPAJON;910000272;CH D ARPAJON;Ile de France;1- Obligatoire;1- Oui;41;71,29;D;4-Non calculable;76,16;41;78,36;41;80,54;41;67,24;41;58,65;41;29,3;41
910019447;CH SUD ESSONNE-DOURDAN-ETAMPES;910000280;CH DOURDAN ETAMPES SITE DOURDAN;Ile de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
910110055;CENTRE HOSPITALIER LONGJUMEAU;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;Ile de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;
910110055;CENTRE HOSPITALIER LONGJUMEAU;910000306;CH D ORSAY;Ile de France;1- Obligatoire;1- Oui;38;77,15;B;4-Non calculable;82,39;38;81,2;38;83,12;38;68,22;38;70,51;38;60,5;38
910019447;CH SUD ESSONNE-DOURDAN-ETAMPES;910001973;CH DOURDAN ETAMPES SITE ETAMPES;Ile de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
910002773;CENTRE HOSPITALIER SUD FRANCILIEN;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;Ile de France;1- Obligatoire;1- Oui;260;77,47;B;2-Stable;81,09;260;81,93;260;82,71;260;71,21;260;71,24;260;60;260
910300011;HOPITAL PRIVE DE PARIS - ESSONNE;910300011;HOP DE PARIS ESSONNE LES CHARMILLES;Ile de France;1- Obligatoire;1- Oui;1231;69,84;D;2-Stable;70,84;1231;74,3;1231;78,12;1231;70,59;1231;59,53;1231;48,4;1229
910300144;CENTRE MEDICO-CHIRURGICAL ET OBSTETRICAL D'EVRY;910300144;CMCO D EVRY;Ile de France;1- Obligatoire;1- Oui;468;72,23;D;1-Diminution;76,34;468;74,5;468;81,58;468;70,07;468;61,89;468;49,7;467
910300177;CLINIQUE DE L'YVETTE;910300177;CLINIQUE DE L YVETTE;Ile de France;1- Obligatoire;1- Oui;416;72,34;D;1-Diminution;77,19;416;70,26;416;79,49;416;68,72;416;66,19;416;52,9;416
910300219;HOPITAL PRIVE JACQUES CARTIER -GENERAL E DE SANTE;910300219;HOPITAL PRIVE JACQUES CARTIER;Ile de France;1- Obligatoire;1- Oui;584;72,19;D;2-Stable;75,83;584;77,32;584;81,4;584;71,73;584;59,66;584;58,8;583
910300300;HOPITAL PRIVE DU VAL D'YERRES;910300300;HOPITAL PRIVE DU VAL D YERRES;Ile de France;1- Obligatoire;1- Oui;260;75,7;C;2-Stable;80,34;260;77,9;260;82,52;260;70,68;260;68,09;260;58,1;260
910300359;HOPITAL PRIVE D'ATHIS MONS/ SITE CARON;910300359;HOPITAL PRIVE D ATHIS MONS SITE CARON;Ile de France;1- Obligatoire;1- Oui;521;74,5;C;3-Amélioration;79,15;521;77,83;521;83,16;521;72,09;521;63,89;521;53,7;521
910803543;HOPITAL  PRIVE CLAUDE GALIEN;910803543;HOPITAL PRIVE CLAUDE GALIEN;Ile de France;1- Obligatoire;1- Oui;1588;70,67;D;2-Stable;79,11;1588;77,73;1588;79,34;1588;63,4;1588;57,5;1588;49,9;1587
910805357;CLINIQUE DE L'ESSONNE;910805357;CLINIQUE DE L ESSONNE;Ile de France;1- Obligatoire;1- Oui;741;67,35;D;2-Stable;73,48;741;71,79;741;75,61;741;59,06;741;57,83;741;41,9;737
920000460;CLCC  INSTITUT CURIE CENTRE RENE HUGUENIN;920000460;CLCC RENE HUGUENIN INSTITUT CURIE;Ile de France;1- Obligatoire;1- Oui;653;79,97;A;2-Stable;81,03;653;83,88;653;85,19;653;76,1;653;74,45;653;82,8;653
920110020;CENTRE D'ACCUEIL ET DE SOINS HOSPITALIERS DE NANTERRE;920000577;CH DE NANTERRE;Ile de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
920026374;CENTRE HOSP INTERCOMMUNAL DE COURBEVOIE NEUILLY PUTEAUX;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;Ile de France;1- Obligatoire;1- Oui;52;80,33;A;4-Non calculable;84,93;52;83,56;52;85;52;67,73;52;77,42;52;73,1;52
920009909;CENTRE HOSPITALIER DES QUATRE VILLES;920000619;CH DES QUATRE VILLES SITE ST CLOUD;Ile de France;2- Facultatif;1- Oui;86;77,96;B;4-Non calculable;77,44;86;80,38;86;84,61;86;72,8;86;73,42;86;75,6;86
920000643;INSTITUT HOSPITALIER FRANCO-BRITANNIQUE SITE KLEBER;920000643;INSTITUT FRANCO BRITANNIQUE KLEBER;Ile de France;1- Obligatoire;1- Oui;234;74;C;4-Non calculable;76,78;234;81,44;234;83,95;234;74,07;234;60;234;67,1;234
920000650;HOPITAL FOCH;920000650;HOPITAL FOCH;Ile de France;1- Obligatoire;1- Oui;844;76,09;C;2-Stable;79,42;844;79,02;844;82,71;844;67,57;844;70,55;844;68,7;843
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);920100013;HU OUEST SITE AMBROISE PARE APHP;Ile de France;1- Obligatoire;1- Oui;797;76,15;C;4-Non calculable;80,18;797;78,14;797;82,56;797;69,43;797;70,2;797;67,4;797
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;Ile de France;1- Obligatoire;1- Oui;298;74,82;C;4-Non calculable;78,37;298;78,89;298;84,17;298;70,31;298;64,51;298;63,6;297
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);920100039;HU PARIS NORD SITE BEAUJON APHP;Ile de France;1- Obligatoire;1- Oui;180;69,94;D;4-Non calculable;71,84;180;75,72;180;82;180;64,84;180;57,38;180;57,2;180
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;Ile de France;1- Obligatoire;1- Oui;55;75,38;C;4-Non calculable;76,75;55;78,55;55;79,34;55;70,06;55;71,69;55;49,1;55
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);920100054;HU PARIS SITE RAYMOND POINCARE APHP;Ile de France;1- Obligatoire;1- Oui;45;77,38;B;4-Non calculable;78,79;45;80,11;45;85,35;45;70,58;45;71,3;45;62,2;45
920120011;HOPITAL D'INSTRUCTION DES ARMEES A CLAMART;920120011;HIA PERCY;Ile de France;1- Obligatoire;1- Oui;423;79,55;B;2-Stable;83,68;423;82,68;423;86,32;423;73,81;423;72,25;423;79,9;423
920300043;HOPITAL PRIVE D'ANTONY;920300043;HOPITAL PRIVE D ANTONY;Ile de France;1- Obligatoire;1- Oui;2318;71,67;D;2-Stable;75,69;2318;75,85;2318;80,62;2318;66,23;2318;61,92;2318;53,4;2311
920300183;CENTRE CHIRURGICAL DES PRINCES;920300183;CENTRE CHIRURGICAL DES PRINCES;Ile de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
920300191;CLINIQUE CHIRURGICALE MARCEL SEMBAT;920300191;CLINIQUE MARCEL SEMBAT CCBB;Ile de France;1- Obligatoire;1- Oui;1246;71,09;D;2-Stable;76,67;1246;74,26;1246;79,65;1246;65,42;1246;61,92;1246;51,2;1243
920300365;CLINIQUE LA MONTAGNE;920300365;CLINIQUE LA MONTAGNE;Ile de France;1- Obligatoire;1- Oui;607;75,53;C;2-Stable;81;607;76,81;607;84,07;607;75,22;607;64,81;607;58,3;606
920300415;CLINIQUE LAMBERT;920300415;CLINIQUE LAMBERT;Ile de France;1- Obligatoire;1- Oui;537;73,16;C;2-Stable;73,28;537;74,22;537;80,34;537;70,95;537;67,53;537;48,3;534
920300597;CLINIQUE DE MEUDON LA FORET-VELIZY;920300597;CLINIQUE DE MEUDON LA FORET;Ile de France;1- Obligatoire;1- Oui;1639;76,24;C;2-Stable;80,07;1639;78,23;1639;83,35;1639;71,84;1639;69,04;1639;62,9;1637
920300712;CENTRE CHIRURGICAL PIERRE CHEREST;920300712;CTRE CHIRURGICAL PIERRE CHEREST;Ile de France;1- Obligatoire;1- Oui;946;73,81;C;2-Stable;74,17;946;75,91;946;82,09;946;75,06;946;65,24;946;58;942
920300753;CENTRE CHIRURGICAL AMBROISE PARE;920300753;CLINIQUE CHIRURGICAL AMBROISE PARE;Ile de France;1- Obligatoire;1- Oui;272;72,54;D;1-Diminution;72,75;272;77,54;272;82,09;272;71,68;272;62,45;272;58,7;271
920300761;CLINIQUE HARTMANN;920300761;CLINIQUE HARTMANN;Ile de France;1- Obligatoire;1- Oui;1133;75,53;C;2-Stable;77,22;1133;78,36;1133;84,35;1133;71,12;1133;67,72;1133;65,7;1132
920300787;HOPITAL AMERICAIN;920300787;HOPITAL AMERICAIN;Ile de France;1- Obligatoire;1- Oui;243;80,47;A;2-Stable;77;243;83,75;243;87,14;243;83,67;243;73,63;243;74,4;242
920300837;CLINIQUE LES MARTINETS;920300837;CLINIQUE LES MARTINETS;Ile de France;1- Obligatoire;1- Oui;1129;72,65;D;1-Diminution;78,02;1129;75,98;1129;82,42;1129;69,6;1129;60,94;1129;50,5;1127
920300936;CLINIQUE CHIRURGICALE DU VAL D'OR;920300936;CLINIQUE CHIRURGICALE DU VAL D OR;Ile de France;1- Obligatoire;1- Oui;504;73,81;C;2-Stable;77,96;504;78,5;504;83,85;504;72,02;504;61,28;504;56,7;504
930021480;GROUPE HOSPITALIER INTERCOMMUNAL LE RAINCY-MONTFERMEIL;930000286;GHI LE RAINCY MONTFERMEIL;Ile de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;
930110036;CENTRE HOSPITALIER INTERCOMMUNAL DE MONTREUIL;930000302;CHI ANDRE GREGOIRE;Ile de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
930110051;CENTRE HOSPITALIER DE ST-DENIS (HOPITAL DELAFONTAINE);930000328;CH GENERAL DELAFONTAINE;Ile de France;1- Obligatoire;1- Oui;76;71,71;D;4-Non calculable;71,75;76;76,48;76;79,53;76;67,68;76;63,8;76;51,3;76
930110069;CENTRE HOSPITALIER  ROBERT BALLANGER D'AULNAY SOUS BOIS;930000336;CHI ROBERT BALLANGER;Ile de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);930100037;HU PARIS SITE AVICENNE APHP;Ile de France;1- Obligatoire;1- Oui;143;73,54;C;4-Non calculable;75,65;143;74,46;143;81,57;143;67,3;143;67,7;143;51,7;143
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);930100045;HU PARIS SITE JEAN VERDIER APHP;Ile de France;1- Obligatoire;1- Oui;199;73,15;C;4-Non calculable;70,05;199;74,18;199;81,84;199;69,86;199;68,08;199;51,3;199
930300025;HOPITAL EUROPEEN LA ROSERAIE;930300025;HOPITAL EUROPEEN LA ROSERAIE;Ile de France;1- Obligatoire;1- Oui;320;66,37;D;4-Non calculable;72,03;320;69,76;320;73,84;320;56,69;320;59,26;320;29,1;320
930300066;HOPITAL PRIVE DE L'EST PARISIEN-CLINIQUE D'AULNAY;930300066;HOPITAL PRIVE DE L EST PARISIEN;Ile de France;1- Obligatoire;1- Oui;188;69,97;D;4-Non calculable;75,08;188;74,44;188;80,56;188;69,43;188;55,64;188;42;188
930300082;CENTRE MEDICO CHIRURGICAL FLOREAL;930300082;CENTRE MEDICO CHIRURGICAL FLOREAL;Ile de France;1- Obligatoire;1- Oui;597;69,25;D;2-Stable;74,92;597;75,05;597;76,52;597;61,84;597;59,83;597;45,8;596
930300116;HOPITAL PRIVE DE LA SEINE SAINT DENIS;930300116;HOPITAL PRIVE DE LA SEINE SAINT DENIS;Ile de France;1- Obligatoire;1- Oui;516;70,54;D;2-Stable;73,49;516;74,74;516;77,54;516;69,39;516;61,13;516;46,6;515
930300264;CLINIQUE DES LILAS;930300264;CLINIQUE DES LILAS;Ile de France;1- Obligatoire;1- Oui;454;70,94;D;2-Stable;73,14;454;74,57;454;80,63;454;64,14;454;62,63;454;49,6;454
930300298;POLYCLINIQUE VAUBAN SANTE;930300298;POLYCLINIQUE VAUBAN SANTE;Ile de France;1- Obligatoire;1- Oui;97;73,38;C;4-Non calculable;78,05;97;75,86;97;82,03;97;66,58;97;65,24;97;52,1;96
930300553;CLINIQUE DE L'ESTREE;930300553;CLINIQUE DE L ESTREE;Ile de France;1- Obligatoire;1- Oui;347;69,42;D;2-Stable;73,33;347;77,33;347;79,37;347;65,74;347;56,14;347;46,4;345
930300587;CLINIQUE DU LANDY;930300587;CLINIQUE DU LANDY;Ile de France;1- Obligatoire;1- Oui;512;75,53;C;2-Stable;79,04;512;79,69;512;83,94;512;77,21;512;63,56;512;62,5;512
930300595;HOPITAL PRIVE DU VERT GALANT;930300595;HOPITAL PRIVE DU VERT GALANT;Ile de France;1- Obligatoire;1- Oui;640;72,65;D;1-Diminution;77,19;640;74,52;640;80,58;640;71,16;640;62,92;640;49,3;639
