raison_sociale;libelle_region;cat;finess;Sources;tdp_c_den_etbt;tdp_c_etbt;tdp_c_icbas_etbt;tdp_c_ichaut_etbt;dec_c_den_etbt;dec_c_etbt;dec_c_icbas_etbt;dec_c_ichaut_etbt;trd_c_den_etbt;trd_c_etbt;trd_c_icbas_etbt;trd_c_ichaut_etbt;dtn1_c1_den_etbt;dtn1_c1_etbt;dtn1_c1_icbas_etbt;dtn1_c1_ichaut_etbt
CENTRE MUTUALISTE REEDUCATION FONCTIONNELLE;Midi Pyrénées;ESPIC/EBNL;810000232;2013;80;77.17;74.68;79.66;80;86.25;77;93;80;82.5;72;90;80;2.5;0;9
CH ALBI;Midi Pyrénées;CH;810000331;2013;80;90.72;88.52;92.92;66;95.45;87;99;80;98.75;93;99;73;91.78;83;97
CH GAILLAC;Midi Pyrénées;CH;810000349;2013;80;91.89;91.23;92.55;80;100;100;100;80;100;100;100;80;100;100;100
CHIC CASTRES-MAZAMET;Midi Pyrénées;CH;810000380;2013;80;77.89;75.44;80.34;80;88.75;80;95;80;78.75;68;87;80;90;81;96
HOPITAL GRAULHET;Midi Pyrénées;CH;810000398;2013;80;66.05;63.05;69.05;80;12.5;6;22;80;61.25;50;72;80;41.25;30;53
POLYCLINIQUE SAINTE BARBE;Midi Pyrénées;ESPIC/EBNL;810000448;2013;62;51.65;49.57;53.74;59;94.92;86;99;62;91.94;82;97;62;4.84;1;14
CH LAVAUR;Midi Pyrénées;CH;810000455;2013;80;77.64;73.98;81.29;77;94.81;87;99;80;91.25;83;97;80;63.75;52;74
CTR RÉADAPTATION PERSONNES AGEES;Midi Pyrénées;ESPIC/EBNL;810003954;2013;80;90.76;89.74;91.78;80;97.5;91;99;80;66.25;55;76;80;77.5;67;86
MCR CHATEAU DE CAHUZAC;Midi Pyrénées;Privé;810004200;2013;80;93.75;92.35;95.15;80;86.25;77;93;80;90;81;96;80;66.25;55;76
CLINIQUE TOULOUSE LAUTREC;Midi Pyrénées;Privé;810101170;2013;80;78.15;77.03;79.27;80;0;0;0;80;100;100;100;80;38.75;28;50
CH MONTAUBAN;Midi Pyrénées;CH;820000016;2013;80;97.2;96.22;98.18;80;100;100;100;80;98.75;93;99;80;67.5;56;78
CENTRE HOSPITALIER DES DEUX RIVES;Midi Pyrénées;CH;820000248;2013;68;73.4;71.78;75.01;67;100;100;100;68;100;100;100;67;97.01;90;99
CHATEAU DE LONGUES-AYGUES;Midi Pyrénées;Privé;820000412;2013;80;65.76;64.01;67.52;80;35;25;47;80;31.25;21;43;80;83.75;74;91
CRF MIDI GASCOGNE;Midi Pyrénées;Privé;820002350;2013;80;92.97;91.15;94.8;80;97.5;91;99;80;97.5;91;99;80;98.75;93;99
CLINIQUE LA PINEDE;Midi Pyrénées;Privé;820003218;2013;80;92.67;90.92;94.42;80;97.5;91;99;80;96.25;89;99;80;76.25;65;85
CHIC CASTELSARRASIN-MOISSAC;Midi Pyrénées;CH;820004950;2013;80;89.35;87.68;91.03;80;98.75;93;99;80;97.5;91;99;80;95;88;99
HOPITAL LEON BERARD;PACA;ESPIC/EBNL;830000303;2013;80;95.38;94.29;96.48;80;72.5;61;82;80;72.5;61;82;80;95;88;99
HOPITAL LOCAL DÉPARTEMENTAL LE LUC EN PROVENCE;PACA;CH;830008819;2013;80;67.85;65.48;70.23;80;93.75;86;98;80;61.25;50;72;80;82.5;72;90
CL LES ESPERELS;PACA;ESPIC/EBNL;830016556;2013;80;95.96;94.65;97.27;80;90;81;96;80;100;100;100;80;88.75;80;95
CTRE BEAUSEJOUR;PACA;ESPIC/EBNL;830017372;2013;80;95.36;94.05;96.67;80;91.25;83;97;80;88.75;80;95;80;96.25;89;99
SAN SALVADOUR;Ile de France;CHU;830100012;2013;80;73.86;70.36;77.36;80;82.5;72;90;80;66.25;55;76;74;71.62;60;82
CENTRE LA CHENEVIERE;PACA;Privé;830100087;2013;80;71.73;69.73;73.73;80;87.5;78;94;80;82.5;72;90;80;100;100;100
CENTRE DE LA SAINTE BAUME;PACA;Privé;830100137;2013;80;91.25;89.04;93.46;80;55;43;66;80;76.25;65;85;80;90;81;96
CH DE BRIGNOLES;PACA;CH;830100517;2013;80;93.01;91.23;94.8;80;100;100;100;80;100;100;100;80;50;39;61
HOPITAL RENE SABRAN;Rhône Alpes;CHU;830100558;2013;80;89.52;87.76;91.28;80;83.75;74;91;80;88.75;80;95;80;81.25;71;89
CHI FREJUS;PACA;CH;830100566;2013;80;85.91;84.27;87.54;79;96.2;89;99;80;96.25;89;99;80;76.25;65;85
CHI TOULON;PACA;CH;830100616;2013;80;70.6;66.78;74.42;58;91.38;81;97;80;76.25;65;85;79;48.1;37;60
INSTITUT HELIO-MARIN COTE D'AZUR;PACA;Privé;830100624;2013;80;69.37;66.94;71.79;80;82.5;72;90;80;62.5;51;73;80;40;29;52
INSTITUT REED. FONCT. POMPONIANA OLBIA;PACA;ESPIC/EBNL;830100632;2013;73;76.92;75.06;78.78;73;100;100;100;73;86.3;76;93;61;45.9;33;59
CTRE MGEN CHATEAUBRIAND;PACA;ESPIC/EBNL;830100681;2013;80;82.49;79.74;85.25;80;57.5;46;69;80;86.25;77;93;80;51.25;40;63
MAISON CONV. LA SALVATE;PACA;Privé;830100756;2013;80;82.71;80.83;84.59;80;85;75;92;80;46.25;35;58;80;95;88;99
INSTITUT MEDICALISE DE MAR VIVO;PACA;Privé;830100764;2013;80;93.21;91.19;95.24;80;97.5;91;99;80;100;100;100;80;97.5;91;99
CTRE REED FONCT DU BESSILLON;PACA;Privé;830100806;2013;80;96.25;94.76;97.74;80;87.5;78;94;80;100;100;100;80;98.75;93;99
CENTRE DE CONVALESCENCE HELIADES;PACA;Privé;830100814;2013;80;92.87;90.94;94.8;80;90;81;96;80;93.75;86;98;80;65;53;75
CENTRE DE GERONTO.ST.FRANCOIS;PACA;Privé;830100855;2013;80;84.92;82.86;86.98;80;96.25;89;99;80;100;100;100;80;95;88;99
MAISON DE REGIME SAINT JEAN;PACA;Privé;830100863;2013;80;71.78;69.47;74.09;80;35;25;47;80;91.25;83;97;80;100;100;100
MAIS.CONVAL.STE MARIE DES ANGES;PACA;Privé;830100871;2013;80;98.45;97.63;99.28;80;97.5;91;99;80;37.5;27;49;80;98.75;93;99
CENTRE GERIATRIE STE THERESE;PACA;Privé;830101408;2013;80;95.19;93.6;96.79;80;100;100;100;80;73.75;63;83;80;60;48;71
MAIS DE SANTE JEAN LACHENAUD;PACA;ESPIC/EBNL;830200507;2013;80;90.71;88.95;92.46;80;95;88;99;80;97.5;91;99;80;98.75;93;99
CH DU PAYS D'APT;PACA;CH;840000012;2013;80;67.28;64.69;69.88;80;96.25;89;99;80;81.25;71;89;80;53.75;42;65
HL LOUIS PASTEUR BOLLENE;PACA;CH;840000038;2013;80;68.24;65.99;70.48;80;1.25;0;7;80;88.75;80;95;80;18.75;11;29
HL DE GORDES;PACA;CH;840000061;2013;80;79.81;77.61;82.01;80;72.5;61;82;80;82.5;72;90;80;71.25;60;81
HL DE L' ISLE SUR SORGUE;PACA;CH;840000079;2013;80;90.54;88.41;92.67;80;37.5;27;49;80;50;39;61;80;92.5;84;97
CH LOUIS GIORGI D'ORANGE;PACA;CH;840000087;2013;80;47.64;45.5;49.79;80;85;75;92;80;85;75;92;80;66.25;55;76
CH  VAISON LA ROMAINE;PACA;CH;840000111;2013;80;94.04;92.78;95.3;80;95;88;99;80;100;100;100;80;100;100;100
CH DE VALREAS;PACA;CH;840000129;2013;80;50.13;47.93;52.33;80;57.5;46;69;80;25;16;36;80;82.5;72;90
MAISON DE REPOS ET CONV. SARRIANS;PACA;ESPIC/EBNL;840000202;2013;67;99.2;98.63;99.76;67;77.61;66;87;67;82.09;71;90;67;97.01;90;99
CHI CAVAILLON-LAURIS;PACA;CH;840004659;2013;80;73.68;70.74;76.61;80;72.5;61;82;80;91.25;83;97;80;85;75;92
CH HENRI DUFFAUT AVIGNON;PACA;CH;840006597;2013;80;83.81;81.04;86.59;80;78.75;68;87;80;87.5;78;94;80;65;53;75
CTRE DE CONV ET DE READ FONCT LES CYPRES;PACA;Privé;840014088;2013;80;67.68;65.36;70.01;80;85;75;92;80;82.5;72;90;80;66.25;55;76
CENTRE DE CONVALESCENCE ET DE REEDUCATION DU LAVARIN;PACA;Privé;840014849;2013;78;85.74;83.88;87.6;78;98.72;93;99;78;98.72;93;99;78;93.59;86;98
CENTRE MEDICAL DU VENTOUX;PACA;Privé;840017214;2013;80;99.23;98.66;99.81;80;98.75;93;99;80;100;100;100;80;100;100;100
CENTRE HOSPITALIER LA ROCHE/YON - MONTAIGU - LUCON;Pays de la Loire;CH;850000019;2013;80;83.21;80.61;85.8;80;96.25;89;99;80;50;39;61;80;91.25;83;97
CENTRE HOSPITALIER FONTENAY;Pays de la Loire;CH;850000035;2013;80;91.26;90.68;91.84;80;32.5;22;44;80;83.75;74;91;80;98.75;93;99
CTRE HOSPITALIER LES SABLES D'O.;Pays de la Loire;CH;850000084;2013;80;74.07;71.45;76.69;80;66.25;55;76;80;100;100;100;80;52.5;41;64
CLINIQUE SAINT CHARLES;Pays de la Loire;Privé;850000118;2013;80;96.15;94.92;97.38;80;48.75;37;60;80;100;100;100;80;92.5;84;97
ASSOCIATION VILLA NOTRE DAME;Pays de la Loire;ESPIC/EBNL;850000357;2013;78;88.84;86.96;90.72;78;97.44;91;99;78;37.18;26;49;77;62.34;51;73
CENTRE NATIONAL GERIATRIQUE;Pays de la Loire;ESPIC/EBNL;850000399;2013;80;94.25;92.42;96.09;80;47.5;36;59;80;98.75;93;99;80;65;53;75
MAISON CONVALESCENCE MARIE NOEL;Pays de la Loire;Privé;850002395;2013;80;94.7;93.29;96.11;80;75;64;84;80;100;100;100;80;48.75;37;60
CENTRE DE MEDECINE PHYSIQUE ET READAPTATION;Pays de la Loire;ESPIC/EBNL;850002403;2013;80;88;86.37;89.62;80;92.5;84;97;80;90;81;96;80;71.25;60;81
CHI LOIRE VENDEE OCEAN;Pays de la Loire;CH;850009010;2013;80;84.69;81.14;88.24;80;57.5;46;69;80;90;81;96;80;78.75;68;87
HOPITAL LOCAL LA CHATAIGNERAIE;Pays de la Loire;CH;850011453;2013;80;86.54;84.87;88.21;80;67.5;56;78;80;91.25;83;97;80;80;70;88
CENTRE DE READAPTATION MOULIN VERT;Poitou Charentes;Privé;860009208;2013;75;80.31;78.16;82.45;75;80;69;88;75;100;100;100;75;100;100;100
CTRE HOSP. UNIVERSITAIRE DE POITIERS;Poitou Charentes;CHU;860013077;2013;80;76.61;72.96;80.26;80;57.5;46;69;80;88.75;80;95;80;73.75;63;83
CENTRE HOSPITALIER DE CHATELLERAULT;Poitou Charentes;CH;860780063;2013;80;82.92;82.19;83.66;80;93.75;86;98;80;57.5;46;69;80;97.5;91;99
CENTRE HOSPITALIER DE LOUDUN (RENAUDOT);Poitou Charentes;CH;860780071;2013;80;46.16;43.19;49.14;80;75;64;84;80;93.75;86;98;80;92.5;84;97
CENTRE HOSPITALIER DE MONTMORILLON;Poitou Charentes;CH;860780097;2013;80;85.83;83.83;87.84;80;98.75;93;99;80;98.75;93;99;80;95;88;99
LA COLLINE ENSOLEILLEE (UGECAM);Poitou Charentes;ESPIC/EBNL;860780436;2013;80;95.19;94.07;96.31;80;98.75;93;99;80;96.25;89;99;80;78.75;68;87
MAISON DE CONVALESCENCE SAINT CHARLES;Poitou Charentes;Privé;860790419;2013;80;89.21;87.5;90.93;80;80;70;88;80;92.5;84;97;80;98.75;93;99
S.A. L'OREGON;Poitou Charentes;Privé;860791268;2013;80;80.62;78.23;83.01;80;93.75;86;98;80;67.5;56;78;80;100;100;100
LA GANDILLONNERIE;Poitou Charentes;ESPIC/EBNL;860793405;2013;80;97.56;96.56;98.57;80;85;75;92;80;83.75;74;91;80;90;81;96
CHU  LIMOGES;Limousin;CHU;870000015;2013;80;68.72;65.89;71.55;73;68.49;57;79;80;92.5;84;97;80;93.75;86;98
CENTRE HOSPITALIER  ST JUNIEN;Limousin;CH;870000023;2013;80;81.7;79.9;83.5;79;94.94;87;99;80;98.75;93;99;80;95;88;99
CENTRE HOSPITALIER  ST YRIEIX;Limousin;CH;870000031;2013;80;78.46;75.72;81.2;80;67.5;56;78;80;92.5;84;97;80;12.5;6;22
CTRE CONVALESCENCE ET READAPTATION LA CHENAIE;Limousin;ESPIC/EBNL;870000171;2013;80;81.9;79.59;84.2;80;95;88;99;80;100;100;100;80;87.5;78;94
HL INTERCOMMUNAL MONTS ET BARRAGES;Limousin;CH;870014248;2013;80;69.98;67.44;72.53;80;22.5;14;33;80;42.5;31;54;80;77.5;67;86
HOPITAL INTERCOMMUNAL DU HAUT-LIMOUSIN;Limousin;CH;870014503;2013;80;56.69;53.31;60.07;80;21.25;13;32;80;36.25;26;48;80;90;81;96
CTRE PRISE EN CHARGE OBESITE;Limousin;Privé;870016631;2013;80;88.19;86.64;89.75;80;81.25;71;89;80;0;0;0;80;100;100;100
SIREV GOLBEY;Lorraine;CH;880001409;2013;80;68.12;66.69;69.55;80;91.25;83;97;80;93.75;86;98;80;60;48;71
HOPITAL LOCAL VAL DU MADON;Lorraine;CH;880006325;2013;80;95.93;94.55;97.31;80;96.25;89;99;80;98.75;93;99;80;96.25;89;99
CHI EMILE DURKHEIM EPINAL;Lorraine;CH;880007059;2013;80;73.24;70.89;75.59;74;94.59;87;99;80;96.25;89;99;80;80;70;88
CHI DE L'OUEST VOSGIEN;Lorraine;CH;880007299;2013;80;79.03;75.93;82.12;80;43.75;33;55;80;87.5;78;94;80;85;75;92
CENTRE HOSPITALIER - GERARDMER;Lorraine;CH;880780069;2013;80;86.33;83.64;89.02;80;97.5;91;99;80;90;81;96;80;98.75;93;99
CENTRE HOSPITALIER - SAINT DIE;Lorraine;CH;880780077;2013;80;78.9;76.24;81.56;80;78.75;68;87;80;93.75;86;98;80;92.5;84;97
CENTRE HOSPITALIER - REMIREMONT;Lorraine;CH;880780093;2013;80;85.31;83.28;87.35;80;98.75;93;99;80;100;100;100;80;85;75;92
HOPITAL LOCAL -  BRUYERES;Lorraine;CH;880780259;2013;80;66.76;64.95;68.58;75;94.67;87;99;80;97.5;91;99;75;88;78;94
HOPITAL LOCAL CHATEL SUR MOSELLE;Lorraine;CH;880780267;2013;80;78.79;76.67;80.91;80;7.5;3;16;80;96.25;89;99;80;87.5;78;94
HOPITAL LOCAL - RAON L'ETAPE;Lorraine;CH;880780291;2013;80;44.87;41.85;47.89;80;8.75;3;17;80;76.25;65;85;80;88.75;80;95
MAISON DE CONVALESCENCE XERTIGNY;Lorraine;Privé;880780424;2013;49;100;100;100;49;97.96;89;99;49;100;100;100;49;100;100;100
MAISON REPOS & CONV SENONES;Lorraine;Privé;880780507;2013;80;97.21;96.4;98.03;80;100;100;100;80;100;100;100;80;100;100;100
CH AUXERRE;Bourgogne;CH;890000037;2013;80;85.55;82.19;88.91;80;88.75;80;95;80;91.25;83;97;80;96.25;89;99
CROIX ROUGE FRANCAISE MIGENNES;Bourgogne;ESPIC/EBNL;890000250;2013;80;81.91;80.63;83.18;80;92.5;84;97;80;100;100;100;80;95;88;99
MAISON DE REPOS STE COLOMBE;Bourgogne;Privé;890000292;2013;80;89.21;86.7;91.72;80;86.25;77;93;80;67.5;56;78;80;90;81;96
AIHP CENTRE ARMANCON;Bourgogne;ESPIC/EBNL;890000300;2013;80;95.09;93.69;96.49;80;11.25;5;20;80;85;75;92;80;92.5;84;97
HOPITAL D'AVALLON;Bourgogne;CH;890000409;2013;80;58.75;56.56;60.94;80;68.75;57;79;80;61.25;50;72;80;93.75;86;98
CENTRE HOSPITALIER DE JOIGNY;Bourgogne;CH;890000417;2013;80;74.11;71.77;76.45;80;87.5;78;94;80;82.5;72;90;80;88.75;80;95
HOPITAL DE TONNERRE;Bourgogne;CH;890000433;2013;80;95.58;93.84;97.31;80;86.25;77;93;80;100;100;100;80;83.75;74;91
POLYCLINIQUE STE MARGUERITE;Bourgogne;Privé;890002389;2013;80;52.62;50.23;55.01;80;7.5;3;16;80;33.75;24;45;80;80;70;88
CENTRE HOSPITALIER SENS;Bourgogne;CH;890970569;2013;80;90.55;87.91;93.19;80;95;88;99;80;75;64;84;80;45;34;57
S.A CLINIQUE LA MIOTTE;Franche Comté;Privé;900000035;2013;80;71.11;68.6;73.61;80;82.5;72;90;80;100;100;100;80;95;88;99
CH de Belfort-Montbelliard;Franche Comté;CH;900000365;2013;80;82.45;79.41;85.5;80;76.25;65;85;80;81.25;71;89;80;82.5;72;90
CH SUD-FRANCILIEN;Ile de France;CH;910002773;2013;75;88.55;86.46;90.63;72;72.22;60;82;75;88;78;94;75;94.67;87;99
CENTRE DE RÉÉDUCATION FONCTIONNELLE CHAMPS-ELYSÉES;Ile de France;Privé;910009919;2013;65;85.74;83.42;88.05;64;92.19;83;98;65;90.77;81;97;65;76.92;65;87
CLINIQUE LE MOULIN DE VIRY;Ile de France;Privé;910015965;2013;80;81.52;78.16;84.89;80;47.5;36;59;80;57.5;46;69;80;56.25;45;67
CHI SUD ESSONNE-DOURDAN-ETAMPES;Ile de France;CH;910019447;2013;80;70.91;66.85;74.96;80;63.75;52;74;80;58.75;47;70;80;96.25;89;99
CENTRE HOSP DE JUVISY SUR ORGE;Ile de France;CH;910019454;2013;52;99.7;99.3;100;50;78;64;89;52;98.08;90;99;52;100;100;100
HOPITAL GEORGES CLEMENCEAU;Ile de France;CHU;910100015;2013;80;87;83.94;90.05;74;68.92;57;79;80;78.75;68;87;80;65;53;75
HOPITAL JOFFRE/DUPUYTREN;Ile de France;CHU;910100023;2013;80;83.57;80.2;86.93;80;77.5;67;86;80;13.75;7;23;80;72.5;61;82
CH D'ARPAJON;Ile de France;CH;910110014;2013;77;98.68;97.97;99.4;74;83.78;73;91;77;100;100;100;77;100;100;100
CH DE LONGJUMEAU;Ile de France;CH;910110055;2013;80;82.95;78.89;87.02;79;63.29;52;74;80;56.25;45;67;80;61.25;50;72
CH D'ORSAY;Ile de France;CH;910110063;2013;80;90.71;88.94;92.47;80;90;81;96;80;100;100;100;80;100;100;100
CH F.H. MANHES;Ile de France;ESPIC/EBNL;910150010;2013;80;87.86;85.29;90.42;80;66.25;55;76;80;95;88;99;80;97.5;91;99
CENTRE MEDICAL DE BLIGNY;Ile de France;ESPIC/EBNL;910150028;2013;80;85.02;82.16;87.87;80;66.25;55;76;80;90;81;96;80;92.5;84;97
HOPITAL LES MAGNOLIAS;Ile de France;ESPIC/EBNL;910150069;2013;80;90.5;88.05;92.96;80;88.75;80;95;80;91.25;83;97;80;88.75;80;95
GROUPE HOSPITALIER LES CHEMINOTS;Ile de France;ESPIC/EBNL;910150085;2013;80;93.53;91.63;95.44;80;87.5;78;94;80;98.75;93;99;80;95;88;99
CLINIQUE CHIRURGICALE D'ATHIS;Ile de France;Privé;910300029;2013;80;63.41;60.3;66.51;73;30.14;20;42;80;98.75;93;99;80;46.25;35;58
CLINIQUE LES JARDINS DE BRUNOY;Ile de France;Privé;910300045;2013;80;92.16;90.58;93.73;80;97.5;91;99;80;97.5;91;99;80;62.5;51;73
CLIN GERIATRIQUE LES  VALLEES;Ile de France;Privé;910300060;2013;80;79.25;76.72;81.78;80;81.25;71;89;80;98.75;93;99;80;86.25;77;93
CLINIQUE MEDICALE SAINT CÔME;Ile de France;Privé;910300151;2013;80;68.65;64.31;73;80;98.75;93;99;80;98.75;93;99;80;85;75;92
CLINIQUE DE SACLAS;Ile de France;Privé;910300235;2013;80;91.93;90.69;93.17;80;93.75;86;98;80;98.75;93;99;80;95;88;99
CLINIQUE DE REEDUCATION FONCTIONNELLE DE VILLIERS;Ile de France;Privé;910300276;2013;80;76.94;73.83;80.04;80;51.25;40;63;80;95;88;99;80;73.75;63;83
CLINIQUE PASTEUR;Ile de France;Privé;910300326;2013;58;80.28;77.39;83.18;51;72.55;58;84;58;98.28;91;99;55;65.45;51;78
MAISON DE SANTE GERIAT LA MARTINIERE;Ile de France;ESPIC/EBNL;910811322;2013;80;95.77;94.25;97.28;80;92.5;84;97;80;78.75;68;87;80;88.75;80;95
HOPITAL SUISSE DE PARIS;Ile de France;ESPIC/EBNL;920000635;2013;80;96.04;95.04;97.05;80;92.5;84;97;80;96.25;89;99;80;98.75;93;99
CLINIQUE DU PONT DE SEVRES;Ile de France;Privé;920005238;2013;80;90.54;88.6;92.48;80;86.25;77;93;80;61.25;50;72;80;98.75;93;99
CENTRE HOSPITALIER DES QUATRE VILLES;Ile de France;CH;920009909;2013;80;91.19;90.53;91.84;80;100;100;100;80;100;100;100;80;100;100;100
CTRE REEDUC FONCTIONNELLE PARIS NORD;Ile de France;Privé;920014099;2013;73;84.83;82.65;87.01;73;69.86;58;80;73;98.63;93;99;73;71.23;59;81
CMPR DU SUD PARISIEN;Ile de France;ESPIC/EBNL;920016698;2013;58;75.66;72.65;78.66;57;68.42;55;80;58;41.38;29;55;58;77.59;65;88
CHI COURBEVOIE-NEUILLY-PUTEAUX;Ile de France;CH;920026374;2013;80;98.46;97.73;99.19;80;68.75;57;79;80;98.75;93;99;80;51.25;40;63
HOPITAL RAYMOND POINCARE;Ile de France;CHU;920100054;2013;71;73.59;69.86;77.33;71;29.58;19;42;71;67.61;55;78;70;70;58;80
HOPITAL CORENTIN CELTON;Ile de France;CHU;920100062;2013;80;84.49;81.96;87.02;80;88.75;80;95;80;86.25;77;93;80;72.5;61;82
CASH DE NANTERRE;Ile de France;CH;920110020;2013;80;98.83;98.05;99.61;74;77.03;66;86;80;97.5;91;99;80;97.5;91;99
CH DEPARTEMENTAL STELL;Ile de France;CH;920110053;2013;80;92.28;90.55;94;80;92.5;84;97;80;55;43;66;80;97.5;91;99
HÔPITAL D'INSTRUCTION DES ARMÉES PERCY;Service de santé des armées;CH;920120011;2013;44;96.31;94.88;97.75;43;90.7;78;98;44;97.73;88;99;44;100;100;100
HOPITAL GOUIN;Ile de France;ESPIC/EBNL;920150018;2013;80;81.35;78.8;83.89;80;70;59;80;80;52.5;41;64;80;92.5;84;97
HÔPITAL CITE DES FLEURS;Ile de France;ESPIC/EBNL;920150075;2013;80;94.17;93.03;95.3;80;91.25;83;97;80;98.75;93;99;80;100;100;100
CENTRE DE SOINS DE SUITE ET READAPTATION CARDIO-VASCULAIRE;Ile de France;Privé;920300258;2013;80;68.81;65.72;71.89;80;58.75;47;70;80;78.75;68;87;80;87.5;78;94
CLINIQUE DU PLATEAU;Ile de France;Privé;920300266;2013;80;99.62;99.25;99.99;80;95;88;99;80;100;100;100;80;91.25;83;97
CLINIQUE DE SOINS DE SUITE REPOTEL;Ile de France;Privé;920300381;2013;80;89.52;87.22;91.81;80;86.25;77;93;80;97.5;91;99;80;95;88;99
CLINIQUE VILLA MARIE LOUISE;Ile de France;Privé;920300423;2013;80;68.08;65.77;70.39;80;45;34;57;80;90;81;96;80;88.75;80;95
HOPITAL SAINT-JEAN DES GRESILLONS;Ile de France;ESPIC/EBNL;920300464;2013;79;77.09;74.49;79.69;79;81.01;71;89;79;98.73;93;99;79;79.75;69;88
CLINIQUE DU PARC DE VANVES;Ile de France;Privé;920300480;2013;80;72.91;71.14;74.68;80;5;1;12;80;18.75;11;29;80;81.25;71;89
CLINIQUE LAENNEC;Ile de France;Privé;920300563;2013;80;92.96;91.49;94.44;80;85;75;92;80;100;100;100;80;92.5;84;97
CLINIQUE DU MONT VALERIEN;Ile de France;Privé;920300886;2013;80;82.49;79.83;85.16;80;68.75;57;79;80;98.75;93;99;80;95;88;99
HOPITAL NORD 92;Ile de France;ESPIC/EBNL;920300985;2013;80;74.28;72.12;76.45;80;57.5;46;69;80;57.5;46;69;80;90;81;96
CLINIQUE DE L'ERMITAGE;Ile de France;Privé;920420023;2013;80;96.83;95.91;97.74;80;93.75;86;98;80;100;100;100;80;98.75;93;99
FONDATION ROGUET DE CLICHY;Ile de France;CH;920710654;2013;80;82.47;78.57;86.37;80;87.5;78;94;80;35;25;47;80;73.75;63;83
CLINIQUE DE SOINS DE SUITE L'AMANDIER;Ile de France;Privé;920711512;2013;80;82.97;81.21;84.73;80;63.75;52;74;80;98.75;93;99;80;98.75;93;99
CLINIQUE DE LA DEFENSE;Ile de France;Privé;920803798;2013;60;96.49;94.89;98.08;53;96.23;87;99;60;100;100;100;56;100;100;100
"CENTRE DE GÉRONTOLOGIE ""LES ABONDANCES""";Ile de France;CH;920808037;2013;80;97.65;96.61;98.69;80;97.5;91;99;80;12.5;6;22;80;100;100;100
CENTRE DE MEDECINE PHYSIQUE ET DE READAPTATION DE BOBIGNY;Ile de France;Privé;930006648;2013;80;64.63;61.74;67.52;80;91.25;83;97;80;73.75;63;83;80;62.5;51;73
CLINIQUE DE READAPTATION DE PIERREFITTE;Ile de France;Privé;930009188;2013;80;80.28;77.92;82.63;80;92.5;84;97;80;82.5;72;90;80;80;70;88
CENTRE DE SOINS DE SUITE DU BOIS D'AMOUR;Ile de France;Privé;930011788;2013;80;95.74;94.16;97.31;80;96.25;89;99;80;98.75;93;99;80;100;100;100
CLINIQUE DU GRAND STADE;Ile de France;Privé;930013818;2013;80;95.55;94.42;96.69;79;96.2;89;99;80;93.75;86;98;80;97.5;91;99
CENTRE SSR DU BOURGET;Ile de France;Privé;930017512;2013;74;94.62;93.28;95.96;74;85.14;75;92;74;98.65;93;99;74;100;100;100
CLINIQUE DU PRE SAINT GERVAIS;Ile de France;Privé;930019203;2013;68;89.82;88.08;91.56;68;91.18;82;97;68;100;100;100;68;72.06;60;82
CLINIQUE DES PLATANES;Ile de France;Privé;930020987;2013;74;96.23;95.13;97.33;74;70.27;58;80;74;100;100;100;74;72.97;61;83
INSTITUT MÉDICALISÉ DE ROMAINVILLE;Ile de France;Privé;930021001;2013;80;68.33;65.64;71.03;80;43.75;33;55;80;43.75;33;55;80;86.25;77;93
GHI LE RAINCY-MONTFERMEIL;Ile de France;CH;930021480;2013;80;95.68;93.58;97.79;79;98.73;93;99;80;91.25;83;97;80;93.75;86;98
CRF CLINEA LIVRY;Ile de France;Privé;930023692;2013;80;96.35;95.18;97.51;80;95;88;99;80;100;100;100;80;98.75;93;99
HOPITAL RENE MURET;Ile de France;CHU;930100011;2013;79;71.11;65.94;76.28;76;52.63;41;64;79;24.05;15;35;78;51.28;40;63
CHI DE MONTREUIL;Ile de France;CH;930110036;2013;80;85.23;83.53;86.93;80;45;34;57;80;10;4;19;80;98.75;93;99
CH DE ST DENIS;Ile de France;CH;930110051;2013;80;56.83;53.03;60.62;80;45;34;57;80;15;8;25;80;80;70;88
CH D'AULNAY;Ile de France;CH;930110069;2013;40;83.85;81.16;86.53;40;82.5;67;93;40;97.5;87;99;40;100;100;100
MAISON SANTE MEDICALE LES FLORALIES;Ile de France;ESPIC/EBNL;930150057;2013;80;84.97;83.14;86.8;80;83.75;74;91;80;86.25;77;93;80;86.25;77;93
CLINIQUE AMBROISE PARE;Ile de France;Privé;930300140;2013;80;88.6;87.45;89.75;80;96.25;89;99;80;100;100;100;80;97.5;91;99
CLINIQUE LIVRY-SULLY;Ile de France;Privé;930300280;2013;80;68.89;66.49;71.3;80;63.75;52;74;80;23.75;15;35;80;80;70;88
CLINIQUE DE LA PORTE DE PARIS;Ile de France;Privé;930300546;2013;66;79.67;76.01;83.34;66;77.27;65;87;66;98.48;92;99;66;86.36;76;94
CLINIQUE DE L'ESTREE;Ile de France;Privé;930300553;2013;80;80.97;78.02;83.92;76;92.11;84;97;80;98.75;93;99;80;92.5;84;97
CLINIQUE DE NOISY-LE-SEC;Ile de France;Privé;930300678;2013;80;50.67;47.56;53.79;80;50;39;61;80;56.25;45;67;80;98.75;93;99
CLINIQUE DE L'AURORE;Ile de France;Privé;930300686;2013;80;93.32;92.43;94.2;80;98.75;93;99;80;100;100;100;80;100;100;100
